UserId,ItemId
3818,2937 2750 2198 1443 2470 2855 3010 1567 589 517 2398 741 2616 2176 497 1818 814 2885 2351 3229 1048 2934 1737 3049 2320 1651 1446 465 2464 2514 2770 1292 1065 702 2654 1071 2463 3129 1770 100 2055 2072 2111 745 988 1245 2210 3092 2652 1714
3819,2551 2262 3003 2309 655 2338 2470 454 1156 2555 91 3059 803 2855 2411 470 1349 1470 272 517 465 1533 192 1720 468 2055 1357 3145 3130 457 2058 1088 910 2295 423 1185 1857 3023 2932 2914 1220 3014 2799 2351 3241 1868 2463 1681 68 1268
3820,1088 337 335 3073 1268 142 443 441 537 2818 2791 155 92 1005 780 905 2352 433 1896 2006 2574 437 1195 989 600 2178 406 2164 2742 3092 1969 1657 1317 3210 490 1135 458 1470 1909 3184 2669 2497 1399 2631 1880 2133 319 2674 2194 1218
3821,1195 490 1868 1861 443 2855 2726 2514 2977 458 865 719 505 1197 471 945 2173 1200 3184 2431 2351 905 702 3176 2470 2537 2455 465 1455 1088 2089 2809 845 1715 954 1941 714 842 2885 1119 155 2299 1193 712 637 1720 1684 2946 2810 2902
3822,1474 1575 1056 954 197 2320 192 1012 2855 1797 1268 3059 1991 2726 1651 1299 2176 644 856 2022 2431 2651 1749 613 1533 825 1197 497 163 2262 1602 1272 2875 1770 2413 1154 1612 2305 651 1377 2555 1365 2750 1452 243 2115 655 2825 2464 2198
3823,2006 2308 100 62 1446 2652 1292 1268 3132 783 2933 2196 1680 2398 1147 2044 2914 1755 1443 2099 803 2507 1280 2885 1213 2478 2811 1868 1591 1423 2878 767 2631 2537 1800 830 1377 292 907 1022 2958 720 811 2325 1238 644 1242 1597 97 825
3824,1268 2463 1567 3124 3130 100 2974 2340 1088 2883 2541 803 865 2055 1474 2688 48 987 3147 2295 3241 2470 3118 706 2810 2710 2616 1200 471 346 2799 2977 2472 3236 3031 1405 3059 2551 2117 2521 3049 3186 1591 1868 2179 166 1226 1681 2986 2919
3825,767 1681 417 457 865 1386 2541 485 3178 454 2823 719 1474 307 2885 1200 1268 663 2855 2652 1127 2726 1923 3031 1868 830 2320 2460 2537 2117 716 3078 3022 517 2339 167 1956 1307 521 117 522 1134 1811 147 2645 2622 2072 1059 446 2180
3826,335 2431 2546 231 613 2113 1240 2474 1299 1575 905 2921 239 919 2173 1006 1012 1298 1197 1797 1224 319 479 2305 2178 1054 2392 294 334 883 3223 272 3210 405 1355 1474 2297 2631 585 1365 2887 1348 1755 2627 2959 1415 3221 876 1941 571
3827,2163 1681 1868 362 2291 3223 2537 1795 2489 1200 2353 3014 2631 415 384 2749 2855 2466 2799 3031 3186 856 2971 444 637 1292 1386 2312 1219 2075 2661 3147 593 2651 651 1455 1377 505 2444 2308 2546 2962 2966 1765 1034 3035 1056 1336 2262 1567
3828,1200 2178 2127 1156 2821 1106 2514 3241 532 3087 1560 2115 1722 1315 294 847 2997 1602 1990 486 1720 115 814 505 167 571 231 1922 585 2957 334 2351 2845 3206 2757 501 2937 1715 2963 988 2835 272 1612 733 1494 1765 266 964 1305 1795
3829,1197 2616 2081 2726 385 676 1446 2855 596 1006 825 3091 741 1071 2115 2299 2182 2937 2411 865 644 1396 470 1371 1612 3220 1156 2724 1560 163 1102 423 950 490 1087 238 2880 2514 1770 2757 770 205 603 942 155 954 2435 2966 706 1643
3830,2976 417 307 1339 697 1956 490 1871 1754 331 3158 3209 1241 609 1868 2299 169 1193 2645 2706 1213 454 1130 1575 945 1156 2946 3031 706 496 3181 1443 751 2464 2827 1324 2428 2811 1462 2541 468 3194 1556 2841 719 968 964 3178 2814 115
3831,2022 702 1956 2464 2616 1197 465 2652 1156 767 1575 865 417 803 770 2024 1185 2855 3181 2754 457 1200 2111 505 706 987 2841 1465 1922 117 3241 2940 470 2946 1722 2299 1770 3059 2977 2171 1443 1923 100 2435 241 288 697 1681 3118 3078
3832,2652 2022 422 910 1533 2855 2937 3003 1260 3229 2258 2470 1784 45 3182 2726 1020 2262 1474 1106 2309 468 457 2018 1517 3090 454 1857 465 1498 2651 803 241 1348 2568 100 2933 1156 3241 597 987 197 1602 168 2962 2571 1268 2119 1861 1920
3833,1200 719 3040 1770 1635 1868 2232 2878 1715 2295 465 3031 1421 2652 486 2320 1474 294 147 3220 1575 706 1684 1681 2845 1567 443 1268 2661 1132 2117 3186 1113 490 2937 783 1226 1130 2340 2087 2883 3142 1722 1088 1056 1365 2855 2022 234 2476
3834,1575 613 505 2810 655 2940 3189 2351 2885 2959 738 1474 1156 3142 2262 1895 2173 2431 170 1533 1195 2651 2413 3237 2770 710 2320 1941 1770 335 2726 1868 1268 1020 719 1260 358 1681 3220 2464 2411 836 2845 865 697 1973 2685 3145 490 1405
3835,676 1575 335 2811 1195 2631 2350 2392 46 655 1405 3210 2089 2470 734 2957 457 856 2115 1290 2971 1325 2193 294 842 2878 1200 1861 2966 1156 2977 1128 155 1648 981 1295 515 1432 2474 239 837 2022 3031 2006 964 1874 490 98 905 486
3836,2144 1860 2039 702 2514 1397 18 2547 1637 175 1660 2575 3021 3110 412 1348 2536 2022 417 273 88 1662 2622 2138 1214 2403 695 1835 1579 1193 716 2940 2136 221 2007 1376 2108 2024 859 828 989 2814 1800 2030 1956 663 1409 1889 654 3022
3837,505 1195 1853 1614 1242 613 2811 836 1298 2977 334 3176 1765 2173 1119 825 2006 397 3221 1521 714 2537 2330 1087 896 837 2514 0 1132 1213 2297 13 905 1969 2546 1154 1129 1720 2082 1150 465 1797 1054 2971 842 1501 1846 2431 213 1012
3838,3229 594 1065 608 3200 2749 852 2100 1134 2624 750 602 1749 296 518 1156 1098 2456 494 1204 644 65 1491 950 2772 1429 2770 1923 859 2126 3167 2022 2678 441 2278 373 3091 521 2291 2650 910 1456 1341 1773 1829 1405 1969 3104 2149 1997
3839,751 719 1868 1895 1575 2537 346 2977 1964 2464 2652 2811 1290 1973 231 275 987 335 676 2726 1812 1195 1268 2431 1088 1455 1681 2825 3220 490 1567 2810 3186 1405 1193 239 1156 1386 964 2320 2944 655 3241 2291 1873 2474 1130 1197 100 119
3840,1348 2652 3090 3178 2940 2359 1260 863 2470 485 2031 2411 2536 307 702 1071 865 2964 1465 1657 1106 596 3078 454 3226 1737 3130 870 2435 1281 2514 1956 2986 1417 168 255 100 214 3145 3158 2962 1560 1407 501 2108 2011 1474 2538 1371 275
3841,2024 968 2537 2464 1455 275 1193 1307 457 2351 780 231 329 2833 2039 1325 3209 2299 3127 2885 3031 1681 2180 2455 1218 496 1424 663 976 1059 3041 1575 1754 175 1131 2319 1405 2328 2206 988 505 3032 2574 898 1860 3071 1348 2144 2179 2005
3842,865 192 2652 1455 1193 1292 848 1868 470 3247 1533 1991 1290 2464 2616 521 2398 702 1706 1498 1060 1956 1239 2726 942 2312 1922 1681 1612 2320 1693 2291 3127 2825 803 750 1573 935 1579 471 1443 1990 2081 14 1122 2470 2799 2024 1102 1796
3843,299 427 2869 1194 163 2470 886 1749 1629 437 2108 204 1677 479 2810 3008 695 1505 2487 1366 239 1941 639 2785 2295 240 162 2415 13 2725 2351 3178 2052 412 2652 910 1589 259 1715 1689 2962 2809 710 773 1127 1264 1548 1336 2152 1784
3844,470 702 2875 2111 2652 2616 2666 2799 1239 2350 2428 1714 868 1280 2726 3241 2173 1156 1421 2937 1990 1130 964 1748 988 1941 2832 3130 2883 2964 2393 863 1737 2885 48 1318 1871 2987 3087 1452 2855 1362 1973 1864 1922 2260 3072 650 43 593
3845,2885 2855 1197 465 2652 2460 1474 1195 1156 1443 231 865 2470 2455 803 1861 3147 2833 2351 1193 1295 830 454 1812 1868 988 3229 1325 1832 1369 501 1189 505 1818 697 945 74 938 1975 1651 272 2022 2977 987 919 2964 457 2179 1681 2065
3846,2464 1715 2527 1135 1745 2178 968 702 2940 2574 3078 1800 1656 812 397 162 2678 2821 945 2226 988 2351 465 490 1348 3229 3207 2928 3162 1531 2662 3176 2514 84 486 697 2031 1673 428 2946 1218 2845 1321 3040 1664 1754 259 3181 1113 2828
3847,100 803 2171 2182 2878 1470 2889 1465 2932 3237 2875 837 1990 876 1695 650 596 1054 987 2351 280 2946 2754 2811 2338 517 869 2341 91 2044 2087 1560 2406 2782 637 497 2262 2944 1183 3220 2147 2464 505 2533 2616 2933 3059 458 168 266
3848,2460 296 2072 115 870 2885 1386 157 1290 1088 3130 3184 1474 454 1405 1348 800 3103 2946 329 1498 2299 2855 1218 987 100 417 719 457 1106 2726 3031 2616 3124 2807 1465 1875 1446 2541 2649 3236 1657 1421 702 2878 64 1575 2226 848 479
3849,1197 2726 1193 3118 454 2470 2464 2855 2541 1290 2652 2178 167 2351 465 1295 2997 1684 987 3176 1407 2821 479 1575 1343 1941 2455 783 2616 275 1868 719 1465 231 865 814 1260 2645 676 1195 1185 1307 760 964 2343 3158 1430 3142 712 417
3850,46 2483 1156 1290 2664 672 1745 1505 1734 2351 2750 3037 2913 2226 1767 1812 1770 2234 2946 361 86 363 2835 780 1034 2127 2645 465 2081 1722 968 1858 1369 515 2841 33 853 1122 1116 1324 1700 162 2179 2411 2066 1892 814 372 117 1443
3851,465 1575 1185 1386 1811 968 1193 697 2547 1696 3032 1681 865 2359 496 2514 2022 2108 2549 2190 2024 412 2455 1034 719 756 1793 976 3118 457 231 2652 2117 2007 2320 945 2940 1455 1224 1755 706 226 1268 2977 2997 750 402 770 1734 2299
3852,1941 1362 2985 776 2164 2380 595 98 734 954 2182 1475 2811 1641 117 505 651 1152 883 712 2562 3150 457 1804 1518 2783 629 2115 990 1947 1558 590 1405 2413 759 2565 64 876 1575 1951 49 964 1604 1684 215 1048 1088 2734 1701 544
3853,954 2652 1185 550 72 2464 2312 1857 1200 2841 2411 706 3159 1681 1736 2370 1533 655 1348 128 2933 2022 1602 2075 1054 1949 959 842 2487 1696 457 845 2802 1046 1531 1567 1349 1498 2887 3158 1194 3037 2622 3090 1230 147 698 2031 1430 1474
3854,1575 1348 471 964 412 417 702 3032 2455 2805 496 1185 333 3013 1835 2855 2039 756 1198 2351 277 475 3118 706 372 2652 1195 1860 2549 457 2908 2006 1156 2622 427 1942 1034 3229 2885 2299 2638 84 1336 2724 273 842 1765 2537 770 1237
3855,1213 825 1054 3150 1895 2546 243 2499 1269 3194 1154 1474 1268 505 2464 692 706 3142 1314 2934 1056 1686 2855 2182 3031 2006 277 2352 2460 1789 2966 1432 2217 1964 1909 2684 319 147 545 1386 2878 402 2507 2497 2889 2176 2956 2550 3103 3130
3856,1470 288 1239 2782 470 1299 596 2216 2866 3130 405 2550 942 2957 1280 2964 1117 629 2413 3091 856 1465 2802 655 2111 2887 1818 91 1560 1200 2302 1240 692 1797 2297 1045 2878 1455 521 1315 454 2285 1737 1269 3118 1784 3059 1193 949 2081
3857,2359 2022 1602 2616 2964 45 72 1290 517 924 2952 2921 1875 2885 1184 2012 2088 470 521 2726 1430 910 2411 1360 3013 1737 558 1281 491 3241 3084 119 814 748 2415 331 14 210 238 1195 2031 2086 255 861 2384 3148 2072 1498 1210 1560
3858,803 2933 2963 2799 1811 470 346 2802 1868 3130 1357 1292 2585 972 3014 2986 2338 1770 2428 3237 2359 2688 596 71 2463 319 2413 1990 3059 1465 2182 192 2024 1714 1579 2031 2944 3064 2198 115 91 1975 710 296 329 280 1864 1336 1306 1238
3859,77 2319 1465 2770 1579 2497 2514 1046 750 2179 162 1363 299 2278 1860 770 602 2222 2138 494 2030 2034 2818 1122 2549 2940 2100 2464 2783 1193 2831 812 1557 2989 987 2091 1197 521 689 1023 1456 1818 273 1196 3123 2678 1195 2757 2411 272
3860,1474 3209 2841 2464 3210 1197 2885 2652 702 863 465 697 1241 2811 2940 1575 3041 273 3241 2305 2602 1800 862 1861 2536 2299 2413 1737 231 2962 1797 1193 1812 1137 2866 1299 609 551 1141 119 1386 1424 417 3090 655 91 2749 1240 969 2537
3861,1156 987 1446 1770 1755 1423 2855 702 1193 2805 2616 3181 3189 964 1577 3118 1941 1197 2351 2176 3229 1065 2810 1861 2398 1868 1956 865 1290 2940 2384 596 2472 3064 1784 1975 2138 100 1560 18 796 2222 2696 296 2182 2035 1407 1876 505 1213
3862,811 1404 765 1510 650 1396 2384 934 1147 2211 62 497 2408 3039 2906 2057 2666 2393 2058 900 272 448 3049 2279 642 2035 1597 1276 2933 2654 133 740 779 878 199 2530 1286 296 2338 720 1010 1318 806 1649 57 803 2944 1578 1982 1354
3863,1197 505 335 706 865 2299 2320 1185 1868 471 2022 981 2182 2464 2841 1797 714 2966 2855 2555 2470 465 1193 702 1034 2977 1268 2350 938 2392 167 272 2455 1156 856 100 2811 545 837 3142 2541 402 2431 2343 1648 655 1770 1784 372 1942
3864,3210 1405 2474 2546 231 1975 1896 676 2262 2022 2464 505 655 702 3167 2930 1200 119 1386 1197 465 1812 358 865 1868 2171 2855 2182 825 266 2885 1348 2749 770 1224 1156 2392 1193 2959 2305 1861 1005 2652 1681 1054 1336 2299 1268 458 2944
3865,863 485 702 1001 1407 1290 1560 2986 450 521 1219 1715 3049 1657 173 2710 380 745 1765 1755 2173 2398 1260 373 1826 2845 2494 2527 3205 1268 3162 3130 1421 3041 1864 296 3176 470 1795 869 2035 845 225 307 3032 1818 1185 2138 2693 968
3866,1941 1770 2934 2940 1365 1195 1213 444 976 2648 2810 1868 1575 2075 3092 2937 2072 3241 714 2283 2470 1383 1020 3147 1318 3220 1755 2537 231 719 2652 2269 3031 794 988 1057 825 2651 964 698 1106 2541 1355 1681 1343 898 2055 2474 545 1474
3867,2262 2937 1268 1269 2111 2963 1446 1941 2302 1197 2413 738 2227 2325 3189 1547 1006 2809 2333 470 783 1748 2217 2881 3209 1864 2546 2811 1432 2631 1575 2198 1990 1183 490 1280 381 1795 2550 1973 2958 545 1289 2548 1180 1811 2411 2557 372 2585
3868,2232 2117 2837 1386 443 968 147 3147 2463 2182 706 976 2299 812 697 1193 2940 1693 1861 1812 1958 1195 2496 2206 3078 2320 2031 1048 2602 2497 277 919 2295 1927 2611 1348 2547 2007 1092 2283 402 2124 2908 2178 233 3178 1804 1857 273 1213
3869,2652 2470 465 2514 2855 2464 2463 505 1575 770 2312 3229 1956 2398 706 1567 1197 277 767 1857 2810 1295 945 865 596 2541 2602 1991 2783 2977 2108 1868 1680 1533 2171 1349 1455 496 3041 2749 417 1185 1498 3078 2536 2359 1031 2299 2551 2651
3870,803 454 2460 706 2638 812 2661 1990 2521 505 1290 2651 1714 1268 441 869 241 157 2934 1853 13 1056 1020 1130 2541 1939 515 1941 2582 2070 2163 517 593 1443 162 702 1651 2299 571 964 1219 294 2382 1197 166 1818 2339 1196 3124 3049
3871,1195 1200 1770 296 706 2464 2977 3237 2350 1567 491 2855 770 48 486 1185 2351 454 783 1197 2661 294 702 1307 1001 1922 2173 2726 490 3032 834 517 1348 333 3041 2463 485 2359 1715 545 117 1784 307 1046 954 1868 1695 1533 1465 275
3872,1185 1681 505 697 2380 968 1348 2464 1343 485 2119 589 163 307 2011 1235 162 1656 2823 1260 259 907 2190 473 1116 2526 2411 1443 275 746 1135 919 1022 288 964 1194 1479 98 2645 654 2940 2417 2178 384 3176 496 2177 1495 3178 128
3873,2977 1119 486 1195 1006 1290 2821 2855 1755 3241 2976 335 751 2262 3176 2455 1672 2415 1407 2902 1268 358 783 919 1001 334 1154 397 283 1012 0 2111 2474 294 465 2548 3142 1088 3186 964 1272 2546 2726 181 2350 346 2217 1720 2472 2986
3874,2527 2380 457 2940 397 1648 1770 3147 2022 334 1167 1307 490 1321 847 3176 3181 1200 1218 637 417 2464 1056 2179 3118 2607 1193 676 2831 981 1106 443 2635 2934 525 714 678 1119 465 1795 1170 1407 865 2652 2832 842 1755 2939 1203 2299
3875,3189 2463 2464 1048 588 2470 3176 3237 2937 2312 776 663 2537 2805 1088 1152 490 651 2133 1193 1455 1613 1214 241 1237 147 1031 987 1200 1185 1295 1558 3021 333 2024 2398 1922 465 1195 2144 2020 2616 1577 1078 1001 545 1770 1643 2931 2964
3876,2320 1922 1956 1239 842 2455 2179 720 2714 954 2770 2428 2977 2799 2883 1857 2163 2555 2902 571 100 505 231 1348 1307 272 2006 2649 3142 1195 471 803 1575 1812 517 512 1602 1871 1298 532 1475 2111 2498 1349 3237 3059 837 2855 2807 2022
3877,497 1088 2855 346 2546 938 706 115 2350 1432 2726 465 2127 2072 2976 2464 1268 1213 2111 2937 532 1868 3210 2977 1386 3237 3241 987 676 319 1200 3064 2022 2129 3041 1269 1567 1560 490 2398 803 2921 719 1197 2537 119 865 1239 505 2878
3878,2662 968 2845 2328 2508 2331 3073 2091 821 1715 2214 1355 1430 402 745 2206 227 2455 2821 1455 2474 1266 1099 1347 678 1143 358 1423 2869 1212 2644 2152 335 1083 749 723 1456 3053 3139 2494 1067 2138 2904 2710 3020 2668 555 3181 2617 2527
3879,1088 1681 629 1268 1736 1005 288 1197 2352 3237 1239 3243 2305 2885 2887 2878 2232 358 2521 676 2652 2525 2072 2007 1156 3142 243 2291 402 1295 1365 1524 2648 2455 2710 1895 1909 1520 2688 479 2133 1119 2089 3127 2966 2661 1193 698 651 261
3880,335 2413 876 3241 2977 613 2262 2726 319 1006 751 845 1195 457 2866 706 2474 2889 2811 2173 2809 2878 990 838 334 825 1720 215 1203 231 869 2887 1298 1655 1681 2174 471 1154 1405 2648 331 863 1012 2970 2521 2631 1386 1268 1212 1598
3881,486 162 1857 1669 1614 1602 3229 1736 471 1184 3206 165 2508 2127 644 1858 361 2807 299 1619 2066 1272 46 19 1853 837 706 79 231 192 1026 1130 1224 2831 1597 1298 3184 1115 33 3190 821 633 958 2913 1230 1012 1920 3063 1846 2994
3882,1268 505 2031 486 3176 865 2845 1422 1283 3142 2537 960 3031 2837 842 982 457 489 2380 239 2007 976 1958 2908 1755 3026 1871 1195 676 164 905 331 3162 1001 571 2283 1150 2521 1892 2546 1715 2178 565 838 2182 1236 1196 2664 19 1060
3883,2940 2514 898 417 762 2351 1993 1023 1352 1734 1889 2299 2549 2144 1198 384 3086 2024 84 98 2608 3209 2013 2108 2814 2178 2833 1835 1667 2644 1637 2106 799 2117 1409 1330 181 117 2007 2805 2526 92 968 1000 494 619 862 2622 1860 1200
3884,3178 2144 1185 1193 1784 412 945 1443 2514 380 427 2013 18 1681 307 454 491 3021 2108 1677 2783 770 1060 663 812 1059 938 987 2652 324 296 2706 1372 3238 1277 1923 1130 221 1135 1156 1357 3031 245 2608 695 2012 988 3248 485 465
3885,1200 1575 1048 2182 2652 1568 497 2217 1213 1088 2072 362 2413 2022 243 1268 964 1289 2006 1375 2176 2111 2959 1193 3241 1612 1156 1386 140 3237 3014 465 231 2312 2977 633 2291 1686 1365 651 1868 1990 1349 3132 876 319 311 1239 2196 2399
3886,2810 1575 830 290 3229 2885 1260 756 2464 1770 2959 2086 470 702 2351 1170 1397 398 1567 829 2783 988 862 2633 526 2393 2480 366 584 2962 2841 2861 2977 1846 1455 417 2568 1307 1157 706 1660 2163 422 783 2549 2805 471 1281 2772 2788
3887,3178 2458 2622 2299 2549 1835 146 939 609 918 2115 706 2977 655 1092 1575 2086 750 1734 2004 828 2005 2343 1949 780 1860 1696 999 1942 795 92 1880 2127 622 2541 2092 2007 1660 1459 2013 2066 3158 2574 2359 1669 496 1465 1812 99 3209
3888,2217 3220 2368 617 2232 1474 1567 2147 1722 1975 2852 122 2944 589 497 2182 242 2431 275 1681 2072 2914 865 776 2176 1568 2952 1520 1180 1317 1088 905 1912 2959 234 501 627 1167 982 751 731 765 243 2974 3176 426 2802 498 918 241
3889,702 275 945 719 3178 2652 2514 2351 457 1770 2455 1195 2030 1241 505 3181 1455 2885 898 2403 3078 2124 2845 2108 2312 1386 1405 471 1749 1465 2117 99 231 226 2470 2320 938 2602 2921 443 272 3209 2022 1579 2299 3241 1156 2575 2398 479
3890,3178 702 1579 2885 119 1575 698 2652 1407 1681 1185 2024 2547 454 2726 1696 2463 2030 3231 2232 117 770 1465 964 1800 91 2944 3124 358 830 1637 167 2541 987 1405 1289 296 2299 3142 1241 1889 1754 2888 859 1125 3032 2206 2678 955 3258
3891,1456 2369 1579 1302 1745 972 476 1006 773 1355 589 2212 1447 1975 1647 2309 2011 1773 1366 468 2507 99 992 1212 1969 1433 2286 155 601 834 3073 3202 2371 2448 2622 2240 2149 433 2860 183 556 2851 1164 2502 1997 329 235 2922 2419 2751
3892,1193 2472 1423 2693 3130 1498 115 470 3233 2384 2393 2044 3205 907 18 2595 1446 2361 3118 62 251 1013 2888 1306 2325 398 2203 3022 1199 1651 2995 2126 296 1864 3010 2081 2359 2185 140 2176 2159 1800 2563 2810 991 2696 1437 2441 765 3194
3893,1770 167 2115 2541 1195 2299 3092 655 496 1239 1365 1290 1407 741 1268 402 1193 2133 2463 2878 2986 3031 2997 2081 981 1432 2392 2902 988 588 1185 1128 296 2431 2537 2706 868 2811 2455 486 2602 2070 1443 939 2072 1896 2661 2521 961 842
3894,2944 719 486 2295 490 2821 2862 147 988 1770 2466 1465 2541 417 2966 1150 869 1135 1593 234 496 3186 2455 3181 946 3124 573 465 3209 2574 698 2464 1715 1722 2283 1193 267 1262 1887 1156 3040 517 231 2785 1348 2525 1034 2233 2351 2757
3895,2464 1681 275 2810 3189 2351 3181 2942 2030 3118 2232 706 3176 505 1054 871 2845 496 2022 92 1048 2814 2541 3142 3134 1868 1307 1455 2571 865 1330 2946 1196 2791 2833 1667 2547 2291 1023 550 1958 1193 1909 2549 828 417 1309 1226 795 2176
3896,2964 266 1602 3059 2825 3241 1071 232 91 935 1318 2431 1045 1920 803 1443 2812 3091 470 1681 761 2866 1402 1736 2435 755 3130 868 1197 2361 748 1156 1239 2749 454 1358 954 545 2428 296 2127 2688 2835 3090 2770 739 356 3078 362 3247
3897,865 2652 2351 2299 1770 275 988 2464 2971 1200 1290 1868 2070 3220 1784 1455 2521 2470 272 1185 655 976 1348 2546 1812 277 2726 2902 231 609 1567 2350 2232 1722 1056 702 1424 1106 2466 3142 2117 2295 589 471 706 2173 3078 3209 486 3178
3898,770 3178 2940 1200 2514 275 706 697 1868 2749 3209 1386 1474 702 2299 3147 2039 1909 2855 750 1956 1681 1185 3078 1348 457 1336 2546 2885 412 2108 2537 2312 1452 1949 1156 968 1455 277 2750 2182 2944 2455 2144 1770 231 2841 471 1889 1241
3899,2525 1196 1715 1575 2845 1193 702 2940 716 234 1113 3176 2971 1722 637 1421 2340 1770 741 1099 2898 525 1241 1681 151 2837 2527 898 2404 157 1984 2782 1866 1079 1192 730 2178 1958 2678 975 2977 1761 2366 1037 911 490 2574 1052 100 2232
3900,1575 1868 1213 231 919 1770 2977 2652 1048 2173 2320 1846 842 2696 545 2809 2055 13 3223 71 1991 698 1268 1861 1941 847 1784 2463 571 2086 1752 147 1720 295 2700 741 2959 192 1020 264 2885 517 2908 458 905 1567 2638 2921 2602 1795
3901,2431 2652 1575 865 1956 2799 2977 1818 2464 3091 3189 2174 1612 1386 2944 676 1195 1122 2081 2749 2959 1405 2111 3176 1071 1470 770 2875 1896 972 1396 288 2178 458 838 2320 3220 2057 1156 296 2934 1029 1495 1686 99 465 1465 1770 1260 1505
3902,13 1298 1195 479 968 2706 402 1765 1430 2652 2997 397 751 437 1197 2494 865 1556 490 1614 275 2351 3142 2627 2885 454 1219 948 571 1056 494 1533 2521 2974 2902 1521 2022 919 2823 3229 415 965 1209 745 1494 2178 706 2821 1619 2173
3903,1268 1197 1868 2855 865 2022 2470 1200 2541 505 1185 1770 1195 2726 3220 2173 1681 1106 443 1383 1325 517 676 1736 1941 1349 719 170 1784 3241 803 2966 319 987 2463 3147 1269 1938 2299 465 2464 2115 1956 1686 1871 706 2262 1443 644 295
3904,1575 243 1307 1857 706 1407 2821 454 968 2351 3147 856 2299 457 119 3124 2392 333 2232 485 319 1386 1715 417 234 231 3220 783 471 1185 2651 2574 443 489 2823 1189 2117 15 3237 2944 2546 2022 98 2536 226 2320 975 1409 239 2661
3905,655 856 706 714 1197 1681 1200 486 1797 1224 2710 337 2471 2127 479 61 2164 876 1317 1203 1239 1533 2173 1455 505 3241 2546 2866 1054 868 2022 2262 1871 2555 362 384 1195 1386 1686 1349 1498 1991 2537 2464 127 133 1560 2726 115 497
3906,939 2115 3186 1054 505 1858 842 110 402 2638 1730 757 1931 1891 363 905 585 170 1031 2536 401 1015 1424 1806 3115 1156 164 3207 2172 938 2006 242 2385 2959 1430 2901 2563 1119 2750 954 1307 389 0 770 2475 3077 124 1575 1942 1184
3907,3176 1575 2108 1407 2464 2514 714 2959 2174 2541 505 231 2608 1755 2222 2508 2527 2885 2845 3118 1224 1892 716 2738 676 2831 358 2574 2392 1343 1137 3229 1984 176 2115 2536 1713 697 2724 494 53 799 496 92 1009 2934 2575 225 865 1861
3908,2940 865 231 2299 2749 1200 3078 1812 2464 417 756 2724 2546 1241 1956 2117 1749 1881 234 698 221 2602 2703 1197 1185 1942 2463 609 2885 706 3181 457 695 2039 2547 2537 117 728 812 3129 762 2176 1681 2536 59 697 2496 1307 3231 2514
3909,2940 968 1193 770 1681 1648 1407 457 2455 697 945 275 494 2885 702 2206 1770 2351 1800 2108 3031 1567 1637 663 2299 417 465 767 3176 1023 1474 84 1150 1200 2547 2855 1579 2783 2013 2030 584 2178 1424 1348 1784 290 753 3248 2678 2814
3910,1357 702 2460 935 485 1956 486 770 1348 1046 3220 799 307 2885 1362 2857 1857 517 0 728 1195 1209 362 2380 272 2435 1556 1860 167 85 2039 273 2320 3123 3150 1533 1197 1614 1111 1949 1218 926 1332 33 1200 2431 1475 121 204 296
3911,2726 2541 1575 1941 1156 1443 2115 3142 1185 2117 1770 2182 2652 2339 2688 454 3241 147 3031 98 1567 2232 2464 644 865 2799 2878 231 2616 803 2351 1386 2494 1295 712 1635 609 241 457 1684 1239 167 1193 828 1931 968 767 2908 842 2810
3912,3241 1602 1194 1991 706 3142 3189 512 3087 1941 2320 272 2977 470 3091 738 2966 288 3156 0 2455 2802 1012 3158 532 122 3170 960 2921 959 3079 1904 904 1371 837 2069 1533 719 1295 942 1404 2299 372 2444 2525 2809 2341 441 1643 402
3913,517 702 231 987 2977 465 1956 2541 1197 865 1868 3209 2022 1407 2455 2299 1861 1348 2463 1195 2179 1295 2173 457 2652 2320 100 1443 2464 2855 277 745 2470 2351 1470 589 398 1156 863 3078 496 1423 2602 1812 1290 2750 803 2398 719 2563
3914,847 865 2297 465 1200 471 1088 335 1193 2661 1185 319 968 346 1521 2633 2557 2232 443 988 1861 2022 876 68 317 663 984 751 2030 2351 1520 702 2206 1720 706 2810 275 296 756 1059 2514 283 2827 167 2862 2291 1026 1964 3229 1975
3915,1567 346 147 698 2652 1195 497 1681 898 3064 2472 1784 869 1239 2147 1185 1238 2163 2463 1680 1365 2883 1196 48 3237 3049 517 1520 1871 1113 2308 443 2878 954 1770 1783 68 783 2631 2986 490 2869 1837 964 2488 1591 1575 2648 2696 1864
3916,241 2470 1612 1714 2616 3241 2350 1348 2652 3059 2855 1770 2964 232 1200 1602 3130 2057 1290 1071 748 1868 2464 2825 596 1306 1991 1643 1465 2428 501 1193 2179 231 2311 1818 2802 1396 2799 2754 1560 1289 814 405 1034 942 2211 603 272 1533
3917,1386 2541 865 1575 2464 1956 2652 845 1034 1195 2885 2470 465 479 3250 945 2299 3209 863 1156 1818 2127 3181 3229 1770 1443 192 117 2616 706 2514 2024 1602 1193 1318 3090 2940 1868 296 14 3142 2977 471 417 803 167 1889 333 1424 2359
3918,2855 2173 2081 490 1290 2661 2411 1811 741 2645 3103 2721 1001 3209 454 3158 1784 1343 496 2455 1307 457 3075 803 968 1861 2206 3142 283 2474 2563 2522 2997 3176 1524 1567 2217 422 1106 1159 1818 485 1991 402 3223 2382 1424 2537 259 1132
